Região,nome_uf,nome_mun,cod_mun_ibge,total_ubs
Nordeste,Ceará,Paracuru,231020,20
Nordeste,Ceará,Paraipaba,231025,14
Nordeste,Ceará,Parambu,231030,8
Nordeste,Ceará,Paramoti,231040,6
Nordeste,Ceará,Pedra Branca,231050,17
Nordeste,Ceará,Penaforte,231060,6
Nordeste,Ceará,Pentecoste,231070,16
Nordeste,Ceará,Pereiro,231080,9
Nordeste,Ceará,Pindoretama,231085,1
Nordeste,Ceará,Piquet Carneiro,231090,8
Nordeste,Ceará,Poranga,231100,1
Nordeste,Ceará,Porteiras,231110,8
Nordeste,Ceará,Potengi,231120,6
Nordeste,Ceará,Potiretama,231123,4
Nordeste,Ceará,Quiterianópolis,231126,11
Nordeste,Ceará,Quixadá,231130,22
Nordeste,Ceará,Quixelô,231135,8
Nordeste,Ceará,Quixeramobim,231140,29
Nordeste,Ceará,Quixeré,231150,6
Nordeste,Ceará,Redenção,231160,14
Nordeste,Ceará,Reriutaba,231170,8
Nordeste,Ceará,Russas,231180,27
Nordeste,Ceará,Saboeiro,231190,2
Nordeste,Ceará,Salitre,231195,10
Nordeste,Ceará,Santa Quitéria,231220,13
Nordeste,Ceará,Santana do Acaraú,231200,12
Nordeste,Ceará,Santana do Cariri,231210,6
Nordeste,Ceará,Senador Pompeu,231270,13
Nordeste,Ceará,Senador Sá,231280,5
Nordeste,Ceará,Sobral,231290,42
Nordeste,Ceará,Solonópole,231300,9
Nordeste,Ceará,São Benedito,231230,19
Nordeste,Ceará,São Gonçalo do Amarante,231240,21
Nordeste,Ceará,São João do Jaguaribe,231250,2
Nordeste,Ceará,São Luís do Curu,231260,7
Nordeste,Ceará,Tabuleiro do Norte,231310,10
Nordeste,Ceará,Tamboril,231320,14
Nordeste,Ceará,Tarrafas,231325,3
Nordeste,Ceará,Tauá,231330,20
Nordeste,Ceará,Tejuçuoca,231335,8
Nordeste,Ceará,Tianguá,231340,29
Nordeste,Ceará,Trairi,231350,26
Nordeste,Ceará,Tururu,231355,7
Nordeste,Ceará,Ubajara,231360,15
Nordeste,Ceará,Umari,231370,4
Nordeste,Ceará,Umirim,231375,7
Nordeste,Ceará,Uruburetama,231380,12
Nordeste,Ceará,Uruoca,231390,8
Nordeste,Ceará,Varjota,231395,7
Nordeste,Ceará,Viçosa do Ceará,231410,18
Nordeste,Ceará,Várzea Alegre,231400,13
Nordeste,Maranhão,Afonso Cunha,210010,3
Nordeste,Maranhão,Alcântara,210020,9
Nordeste,Maranhão,Aldeias Altas,210030,3
Nordeste,Maranhão,Altamira do Maranhão,210040,7
Nordeste,Maranhão,Alto Alegre do Maranhão,210043,1
Nordeste,Maranhão,Alto Alegre do Pindaré,210047,17
Nordeste,Maranhão,Alto Parnaíba,210050,5
Nordeste,Maranhão,Amapá do Maranhão,210055,1
Nordeste,Maranhão,Amarante do Maranhão,210060,18
Nordeste,Maranhão,Anajatuba,210070,16
Nordeste,Maranhão,Anapurus,210080,7
Nordeste,Maranhão,Apicum-Açu,210083,8
Nordeste,Maranhão,Araguanã,210087,8
Nordeste,Maranhão,Araioses,210090,18
Nordeste,Maranhão,Arame,210095,11
Nordeste,Maranhão,Arari,210100,13
Nordeste,Maranhão,Açailândia,210005,33
Nordeste,Maranhão,Bacabal,210120,23
Nordeste,Maranhão,Bacabeira,210125,10
Nordeste,Maranhão,Bacuri,210130,6
Nordeste,Maranhão,Bacurituba,210135,2
Nordeste,Maranhão,Balsas,210140,35
Nordeste,Maranhão,Barra do Corda,210160,28
Nordeste,Maranhão,Barreirinhas,210170,25
Nordeste,Maranhão,Barão de Grajaú,210150,11
Nordeste,Maranhão,Bela Vista do Maranhão,210177,8
Nordeste,Maranhão,Belágua,210173,6
Nordeste,Maranhão,Benedito Leite,210180,3
Nordeste,Maranhão,Bequimão,210190,9
Nordeste,Maranhão,Bernardo do Mearim,210193,4
Nordeste,Maranhão,Boa Vista do Gurupi,210197,3
Nordeste,Maranhão,Bom Jardim,210200,21
Nordeste,Maranhão,Bom Jesus das Selvas,210203,10
Nordeste,Maranhão,Bom Lugar,210207,9
Nordeste,Maranhão,Brejo,210210,13
Nordeste,Maranhão,Brejo de Areia,210215,5
Nordeste,Maranhão,Buriti,210220,11
Nordeste,Maranhão,Buriti Bravo,210230,11
Nordeste,Maranhão,Buritirana,210235,7
Nordeste,Maranhão,Cachoeira Grande,210237,5
Nordeste,Maranhão,Cajapió,210240,4
Nordeste,Maranhão,Cajari,210250,6
Nordeste,Maranhão,Campestre do Maranhão,210255,5
Nordeste,Maranhão,Cantanhede,210270,8
Nordeste,Maranhão,Capinzal do Norte,210275,6
Nordeste,Maranhão,Carolina,210280,9
Nordeste,Maranhão,Carutapera,210290,9
Nordeste,Maranhão,Caxias,210300,38
Nordeste,Maranhão,Cedral,210310,7
Nordeste,Maranhão,Central do Maranhão,210312,4
Nordeste,Maranhão,Centro Novo do Maranhão,210317,6
Nordeste,Maranhão,Centro do Guilherme,210315,6
Nordeste,Maranhão,Chapadinha,210320,30
Nordeste,Maranhão,Cidelândia,210325,7
Nordeste,Maranhão,Codó,210330,24
Nordeste,Maranhão,Coelho Neto,210340,12
Nordeste,Maranhão,Colinas,210350,21
Nordeste,Maranhão,Conceição do Lago-Açu,210355,5
Nordeste,Maranhão,Coroatá,210360,19
Nordeste,Maranhão,Cururupu,210370,13
Nordeste,Maranhão,Cândido Mendes,210260,6
Nordeste,Maranhão,Davinópolis,210375,8
Nordeste,Maranhão,Dom Pedro,210380,10
Nordeste,Maranhão,Duque Bacelar,210390,5
Nordeste,Maranhão,Esperantinópolis,210400,9
Nordeste,Maranhão,Estreito,210405,11
Nordeste,Maranhão,Feira Nova do Maranhão,210407,2
Nordeste,Maranhão,Fernando Falcão,210408,5
Nordeste,Maranhão,Formosa da Serra Negra,210409,10
Nordeste,Maranhão,Fortaleza dos Nogueiras,210410,6
Nordeste,Maranhão,Fortuna,210420,9
Nordeste,Maranhão,Godofredo Viana,210430,5
Nordeste,Maranhão,Gonçalves Dias,210440,9
Nordeste,Maranhão,Governador Archer,210450,5
Nordeste,Maranhão,Governador Edison Lobão,210455,9
Nordeste,Maranhão,Governador Eugênio Barros,210460,8
Nordeste,Maranhão,Governador Luiz Rocha,210462,4
Nordeste,Maranhão,Governador Newton Bello,210465,6
Nordeste,Maranhão,Governador Nunes Freire,210467,13
Nordeste,Maranhão,Grajaú,210480,22
Nordeste,Maranhão,Graça Aranha,210470,3
Nordeste,Maranhão,Guimarães,210490,8
Nordeste,Maranhão,Humberto de Campos,210500,16
Nordeste,Maranhão,Icatu,210510,14
Nordeste,Maranhão,Igarapé Grande,210520,6
Nordeste,Maranhão,Igarapé do Meio,210515,9
Nordeste,Maranhão,Imperatriz,210530,37
Nordeste,Maranhão,Itaipava do Grajaú,210535,10
Nordeste,Maranhão,Itapecuru Mirim,210540,21
Nordeste,Maranhão,Itinga do Maranhão,210542,9
Nordeste,Maranhão,Jatobá,210545,5
Nordeste,Maranhão,Jenipapo dos Vieiras,210547,10
Nordeste,Maranhão,Joselândia,210560,11
Nordeste,Maranhão,João Lisboa,210550,9
Nordeste,Maranhão,Junco do Maranhão,210565,3
Nordeste,Maranhão,Lago Verde,210590,1
Nordeste,Maranhão,Lago da Pedra,210570,19
Nordeste,Maranhão,Lago do Junco,210580,5
Nordeste,Maranhão,Lago dos Rodrigues,210594,6
Nordeste,Maranhão,Lagoa Grande do Maranhão,210596,6
Nordeste,Maranhão,Lagoa do Mato,210592,5
Nordeste,Maranhão,Lajeado Novo,210598,6
Nordeste,Maranhão,Lima Campos,210600,2
Nordeste,Maranhão,Loreto,210610,7
Nordeste,Maranhão,Luís Domingues,210620,1
Nordeste,Maranhão,Magalhães de Almeida,210630,8
Nordeste,Maranhão,Maracaçumé,210632,10
Nordeste,Maranhão,Marajá do Sena,210635,4
Nordeste,Maranhão,Maranhãozinho,210637,5
Nordeste,Maranhão,Mata Roma,210640,10
Nordeste,Maranhão,Matinha,210650,13
Nordeste,Maranhão,Matões,210660,8
Nordeste,Maranhão,Matões do Norte,210663,8
Nordeste,Maranhão,Milagres do Maranhão,210667,5
Nordeste,Maranhão,Mirador,210670,12
Nordeste,Maranhão,Miranda do Norte,210675,9
Nordeste,Maranhão,Mirinzal,210680,8
Nordeste,Maranhão,Montes Altos,210700,6
Nordeste,Maranhão,Monção,210690,10
Nordeste,Maranhão,Morros,210710,11
Nordeste,Maranhão,Nina Rodrigues,210720,8
Nordeste,Maranhão,Nova Colinas,210725,1
Nordeste,Maranhão,Nova Iorque,210730,2
Nordeste,Maranhão,Nova Olinda do Maranhão,210735,7
Nordeste,Maranhão,Olho d'Água das Cunhãs,210740,10
Nordeste,Maranhão,Olinda Nova do Maranhão,210745,7
Nordeste,Maranhão,Palmeirândia,210760,13
Nordeste,Maranhão,Paraibano,210770,11
Nordeste,Maranhão,Parnarama,210780,14
Nordeste,Maranhão,Passagem Franca,210790,9
Nordeste,Maranhão,Pastos Bons,210800,14
Nordeste,Maranhão,Paulino Neves,210805,9
Nordeste,Maranhão,Paulo Ramos,210810,10
Nordeste,Maranhão,Paço do Lumiar,210750,17
Nordeste,Maranhão,Pedreiras,210820,11
Nordeste,Maranhão,Pedro do Rosário,210825,10
Nordeste,Maranhão,Penalva,210830,16
Nordeste,Maranhão,Peri Mirim,210840,5
Nordeste,Maranhão,Peritoró,210845,6
Nordeste,Maranhão,Pindaré-Mirim,210850,14
Nordeste,Maranhão,Pinheiro,210860,31
Nordeste,Maranhão,Pio XII,210870,8
Nordeste,Maranhão,Pirapemas,210880,11
Nordeste,Maranhão,Porto Franco,210900,8
Nordeste,Maranhão,Porto Rico do Maranhão,210905,3
Nordeste,Maranhão,Poção de Pedras,210890,8
Nordeste,Maranhão,Presidente Dutra,210910,20
Nordeste,Maranhão,Presidente Juscelino,210920,4
Nordeste,Maranhão,Presidente Médici,210923,2
Nordeste,Maranhão,Presidente Sarney,210927,13
Nordeste,Maranhão,Presidente Vargas,210930,4
Nordeste,Maranhão,Primeira Cruz,210940,8
Nordeste,Maranhão,Raposa,210945,6
Nordeste,Maranhão,Riachão,210950,5
Nordeste,Maranhão,Ribamar Fiquene,210955,5
Nordeste,Maranhão,Rosário,210960,18
Nordeste,Maranhão,Sambaíba,210970,4
Nordeste,Maranhão,Santa Filomena do Maranhão,210975,3
Nordeste,Maranhão,Santa Helena,210980,11
Nordeste,Maranhão,Santa Inês,210990,21
Nordeste,Maranhão,Santa Luzia,211000,25
Nordeste,Maranhão,Santa Luzia do Paruá,211003,9
Nordeste,Maranhão,Santa Quitéria do Maranhão,211010,13
Nordeste,Maranhão,Santa Rita,211020,22
Nordeste,Maranhão,Santana do Maranhão,211023,5
Nordeste,Maranhão,Santo Amaro do Maranhão,211027,9
Nordeste,Maranhão,Santo Antônio dos Lopes,211030,8
Nordeste,Maranhão,Satubinha,211172,5
Nordeste,Maranhão,Senador Alexandre Costa,211174,6
Nordeste,Maranhão,Senador La Rocque,211176,8
Nordeste,Maranhão,Serrano do Maranhão,211178,5
Nordeste,Maranhão,Sucupira do Norte,211190,5
Nordeste,Maranhão,Sucupira do Riachão,211195,2
Nordeste,Maranhão,São Benedito do Rio Preto,211040,11
Nordeste,Maranhão,São Bento,211050,20
Nordeste,Maranhão,São Bernardo,211060,16
Nordeste,Maranhão,São Domingos do Azeitão,211065,4
Nordeste,Maranhão,São Domingos do Maranhão,211070,19
Nordeste,Maranhão,São Francisco do Brejão,211085,4
Nordeste,Maranhão,São Francisco do Maranhão,211090,12
Nordeste,Maranhão,São Félix de Balsas,211080,4
Nordeste,Maranhão,São José de Ribamar,211120,37
Nordeste,Maranhão,São José dos Basílios,211125,4
Nordeste,Maranhão,São João Batista,211100,8
Nordeste,Maranhão,São João do Paraíso,211105,6
Nordeste,Maranhão,São João do Soter,211107,9
Nordeste,Maranhão,São João dos Patos,211110,11
Nordeste,Maranhão,São Luís,211130,70
Nordeste,Maranhão,São Luís Gonzaga do Maranhão,211140,10
Nordeste,Maranhão,São Mateus do Maranhão,211150,11
Nordeste,Maranhão,São Pedro da Água Branca,211153,4
Nordeste,Maranhão,São Pedro dos Crentes,211157,1
Nordeste,Maranhão,São Raimundo das Mangabeiras,211160,11
Nordeste,Maranhão,São Raimundo do Doca Bezerra,211163,3
Nordeste,Maranhão,São Roberto,211167,4
Nordeste,Maranhão,São Vicente Ferrer,211170,11
Nordeste,Maranhão,Sítio Novo,211180,9
Nordeste,Maranhão,Tasso Fragoso,211200,1
Nordeste,Maranhão,Timbiras,211210,10
Nordeste,Maranhão,Timon,211220,47
Nordeste,Maranhão,Trizidela do Vale,211223,13
Nordeste,Maranhão,Tufilândia,211227,3
Nordeste,Maranhão,Tuntum,211230,19
Nordeste,Maranhão,Turiaçu,211240,9
Nordeste,Maranhão,Turilândia,211245,2
Nordeste,Maranhão,Tutóia,211250,24
Nordeste,Maranhão,Urbano Santos,211260,13
Nordeste,Maranhão,Vargem Grande,211270,17
Nordeste,Maranhão,Viana,211280,26
Nordeste,Maranhão,Vila Nova dos Martírios,211285,6
Nordeste,Maranhão,Vitorino Freire,211300,15
Nordeste,Maranhão,Vitória do Mearim,211290,13
Nordeste,Maranhão,Zé Doca,211400,16
Nordeste,Maranhão,Água Doce do Maranhão,210015,7
Nordeste,Paraíba,Aguiar,250020,3
Nordeste,Paraíba,Alagoa Grande,250030,15
Nordeste,Paraíba,Alagoa Nova,250040,11
Nordeste,Paraíba,Alagoinha,250050,8
Nordeste,Paraíba,Alcantil,250053,4
Nordeste,Paraíba,Algodão de Jandaíra,250057,2
Nordeste,Paraíba,Alhandra,250060,11
Nordeste,Paraíba,Amparo,250073,2
Nordeste,Paraíba,Aparecida,250077,3
Nordeste,Paraíba,Arara,250090,7
Nordeste,Paraíba,Araruna,250100,10
Nordeste,Paraíba,Araçagi,250080,10
Nordeste,Paraíba,Areia,250110,14
Nordeste,Paraíba,Areia de Baraúnas,250115,1
Nordeste,Paraíba,Areial,250120,4
Nordeste,Paraíba,Aroeiras,250130,10
Nordeste,Paraíba,Assunção,250135,2
Nordeste,Paraíba,Bananeiras,250150,9
Nordeste,Paraíba,Baraúna,250153,4
Nordeste,Paraíba,Barra de Santa Rosa,250160,9
Nordeste,Paraíba,Barra de Santana,250157,6
Nordeste,Paraíba,Barra de São Miguel,250170,4
Nordeste,Paraíba,Bayeux,250180,31
Nordeste,Paraíba,Baía da Traição,250140,5
Nordeste,Paraíba,Belém,250190,8
Nordeste,Paraíba,Belém do Brejo do Cruz,250200,10
Nordeste,Paraíba,Bernardino Batista,250205,3
Nordeste,Paraíba,Boa Ventura,250210,4
Nordeste,Paraíba,Boa Vista,250215,5
Nordeste,Paraíba,Bom Jesus,250220,2
Nordeste,Paraíba,Bom Sucesso,250230,2
Nordeste,Paraíba,Bonito de Santa Fé,250240,6
Nordeste,Paraíba,Boqueirão,250250,11
Nordeste,Paraíba,Borborema,250270,2
Nordeste,Paraíba,Brejo do Cruz,250280,6
Nordeste,Paraíba,Brejo dos Santos,250290,3
Nordeste,Paraíba,Caaporã,250300,12
Nordeste,Paraíba,Cabaceiras,250310,4
Nordeste,Paraíba,Cabedelo,250320,23
Nordeste,Paraíba,Cachoeira dos Índios,250330,6
Nordeste,Paraíba,Cacimba de Areia,250340,3
Nordeste,Paraíba,Cacimba de Dentro,250350,7
Nordeste,Paraíba,Cacimbas,250355,4
Nordeste,Paraíba,Caiçara,250360,4
Nordeste,Paraíba,Cajazeiras,250370,38
Nordeste,Paraíba,Cajazeirinhas,250375,2
Nordeste,Paraíba,Caldas Brandão,250380,3
Nordeste,Paraíba,Camalaú,250390,2
Nordeste,Paraíba,Campina Grande,250400,101
Nordeste,Paraíba,Capim,250403,3
Nordeste,Paraíba,Caraúbas,250407,3
Nordeste,Paraíba,Carrapateira,250410,1
Nordeste,Paraíba,Casserengue,250415,3
Nordeste,Paraíba,Catingueira,250420,2
Nordeste,Paraíba,Catolé do Rocha,250430,19
Nordeste,Paraíba,Caturité,250435,4
Nordeste,Paraíba,Conceição,250440,12
Nordeste,Paraíba,Condado,250450,4
Nordeste,Paraíba,Conde,250460,13
Nordeste,Paraíba,Congo,250470,5
Nordeste,Paraíba,Coremas,250480,11
Nordeste,Paraíba,Coxixola,250485,2
Nordeste,Paraíba,Cruz do Espírito Santo,250490,7
Nordeste,Paraíba,Cubati,250500,4
Nordeste,Paraíba,Cuitegi,250520,1
Nordeste,Paraíba,Cuité,250510,10
Nordeste,Paraíba,Cuité de Mamanguape,250523,3
Nordeste,Paraíba,Curral Velho,250530,1
Nordeste,Paraíba,Curral de Cima,250527,3
Nordeste,Paraíba,Damião,250535,3
Nordeste,Paraíba,Desterro,250540,4
Nordeste,Paraíba,Diamante,250560,4
Nordeste,Paraíba,Dona Inês,250570,6
Nordeste,Paraíba,Duas Estradas,250580,2
Nordeste,Paraíba,Emas,250590,2
Nordeste,Paraíba,Esperança,250600,16
Nordeste,Paraíba,Fagundes,250610,5
Nordeste,Paraíba,Frei Martinho,250620,3
Nordeste,Paraíba,Gado Bravo,250625,5
Nordeste,Paraíba,Guarabira,250630,24
Nordeste,Paraíba,Gurinhém,250640,7
Nordeste,Paraíba,Gurjão,250650,3
Nordeste,Paraíba,Ibiara,250660,3
Nordeste,Paraíba,Igaracy,250260,6
Nordeste,Paraíba,Imaculada,250670,6
Nordeste,Paraíba,Ingá,250680,9
Nordeste,Paraíba,Itabaiana,250690,12
Nordeste,Paraíba,Itaporanga,250700,11
Nordeste,Paraíba,Itapororoca,250710,7
Nordeste,Paraíba,Itatuba,250720,6
Nordeste,Paraíba,Jacaraú,250730,7
Nordeste,Paraíba,Jericó,250740,4
Nordeste,Paraíba,Joca Claudino,251365,3
Nordeste,Paraíba,João Pessoa,250750,124
Nordeste,Paraíba,Juarez Távora,250760,5
Nordeste,Paraíba,Juazeirinho,250770,9
Nordeste,Paraíba,Junco do Seridó,250780,3
Nordeste,Paraíba,Juripiranga,250790,6
Nordeste,Paraíba,Juru,250800,7
Nordeste,Paraíba,Lagoa,250810,2
Nordeste,Paraíba,Lagoa Seca,250830,14
Nordeste,Paraíba,Lagoa de Dentro,250820,5
Nordeste,Paraíba,Lastro,250840,1
Nordeste,Paraíba,Livramento,250850,4
Nordeste,Paraíba,Logradouro,250855,4
Nordeste,Paraíba,Lucena,250860,6
Nordeste,Paraíba,Malta,250880,3
Nordeste,Paraíba,Mamanguape,250890,20
Nordeste,Paraíba,Manaíra,250900,7
Nordeste,Paraíba,Marcação,250905,4
Nordeste,Paraíba,Mari,250910,13
Nordeste,Paraíba,Marizópolis,250915,3
Nordeste,Paraíba,Massaranduba,250920,8
Nordeste,Paraíba,Mataraca,250930,7
Nordeste,Paraíba,Matinhas,250933,4
Nordeste,Paraíba,Mato Grosso,250937,1
Nordeste,Paraíba,Maturéia,250939,3
Nordeste,Paraíba,Mogeiro,250940,7
Nordeste,Paraíba,Montadas,250950,5
Nordeste,Paraíba,Monte Horebe,250960,1
Nordeste,Paraíba,Monteiro,250970,30
Nordeste,Paraíba,Mulungu,250980,6
Nordeste,Paraíba,Mãe d'Água,250870,3
Nordeste,Paraíba,Natuba,250990,6
Nordeste,Paraíba,Nazarezinho,251000,7
Nordeste,Paraíba,Nova Floresta,251010,5
Nordeste,Paraíba,Nova Olinda,251020,4
Nordeste,Paraíba,Nova Palmeira,251030,3
Nordeste,Paraíba,Olho d'Água,251040,3
Nordeste,Paraíba,Olivedos,251050,2
Nordeste,Paraíba,Ouro Velho,251060,2
Nordeste,Paraíba,Parari,251065,2
Nordeste,Paraíba,Passagem,251070,2
Nordeste,Paraíba,Patos,251080,46
Nordeste,Paraíba,Paulista,251090,7
Nordeste,Paraíba,Pedra Branca,251100,1
Nordeste,Paraíba,Pedra Lavrada,251110,4
Nordeste,Paraíba,Pedras de Fogo,251120,17
Nordeste,Paraíba,Pedro Régis,251272,4
Nordeste,Paraíba,Piancó,251130,12
Nordeste,Paraíba,Pilar,251150,7
Nordeste,Paraíba,Pilões,251160,3
Nordeste,Paraíba,Pilõezinhos,251170,3
Nordeste,Paraíba,Pirpirituba,251180,4
Nordeste,Paraíba,Pitimbu,251190,9
Nordeste,Paraíba,Pocinhos,251200,10
Nordeste,Paraíba,Pombal,251210,15
Nordeste,Paraíba,Poço Dantas,251203,4
Nordeste,Paraíba,Poço de José de Moura,251207,7
Nordeste,Paraíba,Prata,251220,4
Nordeste,Paraíba,Princesa Isabel,251230,13
Nordeste,Paraíba,Puxinanã,251240,8
Nordeste,Paraíba,Queimadas,251250,20
Nordeste,Paraíba,Quixaba,251260,1
Nordeste,Paraíba,Remígio,251270,10
Nordeste,Paraíba,Riacho de Santo Antônio,251278,2
Nordeste,Paraíba,Riacho dos Cavalos,251280,4
Nordeste,Paraíba,Riachão,251274,2
Nordeste,Paraíba,Riachão do Bacamarte,251275,3
Nordeste,Paraíba,Riachão do Poço,251276,3
Nordeste,Paraíba,Rio Tinto,251290,9
Nordeste,Paraíba,Salgadinho,251300,2
Nordeste,Paraíba,Salgado de São Félix,251310,6
Nordeste,Paraíba,Santa Cecília,251315,5
Nordeste,Paraíba,Santa Cruz,251320,3
Nordeste,Paraíba,Santa Helena,251330,4
Nordeste,Paraíba,Santa Inês,251335,2
Nordeste,Paraíba,Santa Luzia,251340,6
Nordeste,Paraíba,Santa Rita,251370,47
Nordeste,Paraíba,Santa Teresinha,251380,2
Nordeste,Paraíba,Santana de Mangueira,251350,3
Nordeste,Paraíba,Santana dos Garrotes,251360,5
Nordeste,Paraíba,Santo André,251385,1
Nordeste,Paraíba,Sapé,251530,21
Nordeste,Paraíba,Serra Branca,251550,7
Nordeste,Paraíba,Serra Grande,251570,2
Nordeste,Paraíba,Serra Redonda,251580,5
Nordeste,Paraíba,Serra da Raiz,251560,2
Nordeste,Paraíba,Sertãozinho,251593,2
Nordeste,Paraíba,Sobrado,251597,4
Nordeste,Paraíba,Soledade,251610,8
Nordeste,Paraíba,Solânea,251600,12
Nordeste,Paraíba,Sossêgo,251615,2
Nordeste,Paraíba,Sousa,251620,42
Nordeste,Paraíba,Sumé,251630,8
Nordeste,Paraíba,São Bentinho,251392,3
Nordeste,Paraíba,São Bento,251390,17
Nordeste,Paraíba,São Domingos,251396,2
Nordeste,Paraíba,São Domingos do Cariri,251394,1
Nordeste,Paraíba,São Francisco,251398,3
Nordeste,Paraíba,São José da Lagoa Tapada,251420,5
Nordeste,Paraíba,São José de Caiana,251430,1
Nordeste,Paraíba,São José de Espinharas,251440,2
Nordeste,Paraíba,São José de Piranhas,251450,11
Nordeste,Paraíba,São José de Princesa,251455,2
Nordeste,Paraíba,São José do Bonfim,251460,2
Nordeste,Paraíba,São José do Brejo do Cruz,251465,1
Nordeste,Paraíba,São José do Sabugi,251470,2
Nordeste,Paraíba,São José dos Cordeiros,251480,3
Nordeste,Paraíba,São José dos Ramos,251445,5
Nordeste,Paraíba,São João do Cariri,251400,3
Nordeste,Paraíba,São João do Rio do Peixe,250070,11
Nordeste,Paraíba,São João do Tigre,251410,4
Nordeste,Paraíba,São Mamede,251490,4
Nordeste,Paraíba,São Miguel de Taipu,251500,5
Nordeste,Paraíba,São Sebastião de Lagoa de Roça,251510,7
Nordeste,Paraíba,São Sebastião do Umbuzeiro,251520,2
Nordeste,Paraíba,São Vicente do Seridó,251540,5
Nordeste,Paraíba,Tacima,251640,4
Nordeste,Paraíba,Taperoá,251650,7
Nordeste,Paraíba,Tavares,251660,8
Nordeste,Paraíba,Teixeira,251670,13
Nordeste,Paraíba,Tenório,251675,1
Nordeste,Paraíba,Triunfo,251680,3
Nordeste,Paraíba,Uiraúna,251690,17
Nordeste,Paraíba,Umbuzeiro,251700,6
Nordeste,Paraíba,Vieirópolis,251720,3
Nordeste,Paraíba,Vista Serrana,250550,3
Nordeste,Paraíba,Várzea,251710,1
Nordeste,Paraíba,Zabelê,251740,2
Nordeste,Paraíba,Água Branca,250010,5
Nordeste,Pernambuco,Abreu e Lima,260005,33
Nordeste,Pernambuco,Afogados da Ingazeira,260010,17
Nordeste,Pernambuco,Afrânio,260020,12
Nordeste,Pernambuco,Agrestina,260030,3
Nordeste,Pernambuco,Alagoinha,260060,8
Nordeste,Pernambuco,Aliança,260070,22
Nordeste,Pernambuco,Altinho,260080,12
Nordeste,Pernambuco,Amaraji,260090,9
Nordeste,Pernambuco,Angelim,260100,8
Nordeste,Pernambuco,Araripina,260110,45
Nordeste,Pernambuco,Araçoiaba,260105,9
Nordeste,Pernambuco,Arcoverde,260120,30
Nordeste,Pernambuco,Barra de Guabiraba,260130,9
Nordeste,Pernambuco,Barreiros,260140,16
Nordeste,Pernambuco,Belo Jardim,260170,29
Nordeste,Pernambuco,Belém de Maria,260150,7
Nordeste,Pernambuco,Belém do São Francisco,260160,11
Nordeste,Pernambuco,Betânia,260180,7
Nordeste,Pernambuco,Bezerros,260190,23
Nordeste,Pernambuco,Bom Conselho,260210,17
Nordeste,Pernambuco,Bom Jardim,260220,15
Nordeste,Pernambuco,Bonito,260230,15
Nordeste,Pernambuco,Brejinho,260250,4
Nordeste,Pernambuco,Brejo da Madre de Deus,260260,14
Nordeste,Pernambuco,Brejão,260240,7
Nordeste,Pernambuco,Buenos Aires,260270,7
Nordeste,Pernambuco,Buíque,260280,28
Nordeste,Pernambuco,Cabo de Santo Agostinho,260290,53
Nordeste,Pernambuco,Cabrobó,260300,19
Nordeste,Pernambuco,Caetés,260320,14
Nordeste,Pernambuco,Calumbi,260340,4
Nordeste,Pernambuco,Calçado,260330,5
Nordeste,Pernambuco,Camaragibe,260345,46
Nordeste,Pernambuco,Camocim de São Félix,260350,6
Nordeste,Pernambuco,Camutanga,260360,5
Nordeste,Pernambuco,Canhotinho,260370,14
Nordeste,Pernambuco,Capoeiras,260380,12
Nordeste,Pernambuco,Carnaubeira da Penha,260392,4
Nordeste,Pernambuco,Carnaíba,260390,11
Nordeste,Pernambuco,Carpina,260400,26
Nordeste,Pernambuco,Caruaru,260410,74
Nordeste,Pernambuco,Casinhas,260415,8
Nordeste,Pernambuco,Catende,260420,16
Nordeste,Pernambuco,Cedro,260430,6
Nordeste,Pernambuco,Chã Grande,260450,9
Nordeste,Pernambuco,Chã de Alegria,260440,9
Nordeste,Pernambuco,Condado,260460,12
Nordeste,Pernambuco,Correntes,260470,10
Nordeste,Pernambuco,Cortês,260480,8
Nordeste,Pernambuco,Cumaru,260490,12
Nordeste,Pernambuco,Cupira,260500,10
Nordeste,Pernambuco,Custódia,260510,17
Nordeste,Pernambuco,Dormentes,260515,8
Nordeste,Pernambuco,Escada,260520,8
Nordeste,Pernambuco,Exu,260530,14
Nordeste,Pernambuco,Feira Nova,260540,13
Nordeste,Pernambuco,Fernando de Noronha,260545,3
Nordeste,Pernambuco,Ferreiros,260550,6
Nordeste,Pernambuco,Flores,260560,9
Nordeste,Pernambuco,Floresta,260570,11
Nordeste,Pernambuco,Frei Miguelinho,260580,11
Nordeste,Pernambuco,Gameleira,260590,4
Nordeste,Pernambuco,Garanhuns,260600,49
Nordeste,Pernambuco,Glória do Goitá,260610,12
Nordeste,Pernambuco,Goiana,260620,29
Nordeste,Pernambuco,Granito,260630,6
Nordeste,Pernambuco,Gravatá,260640,22
Nordeste,Pernambuco,Iati,260650,10
Nordeste,Pernambuco,Ibimirim,260660,13
Nordeste,Pernambuco,Ibirajuba,260670,4
Nordeste,Pernambuco,Igarassu,260680,39
Nordeste,Pernambuco,Iguaracy,260690,5
Nordeste,Pernambuco,Ilha de Itamaracá,260760,13
Nordeste,Pernambuco,Inajá,260700,9
Nordeste,Pernambuco,Ingazeira,260710,2
Nordeste,Pernambuco,Ipojuca,260720,30
Nordeste,Pernambuco,Ipubi,260730,11
Nordeste,Pernambuco,Itacuruba,260740,3
